locus_tag,5GB1_FM40_T0m_TR2,5GB1_FM40_T10m_TR3,5GB1_FM40_T20m_TR2,5GB1_FM40_T40m_TR1,5GB1_FM40_T60m_TR1,5GB1_FM40_T90m_TR2,5GB1_FM40_T150m_TR1_remake,5GB1_FM40_T180m_TR1
MBURv2_30048,75.27756091065848,62.83098704630546,64.34792135940802,59.19368287732759,62.59726739922293,66.2315139995753,73.62611098542237,61.558563941807414
MBURv2_30049,38.92720388615884,38.82234171341962,37.900174735070664,37.34424993290226,38.474554546042654,42.764839375480726,36.949437999673194,37.79970850029377
MBURv2_30050,173.91376495116023,159.87297157505935,146.52853744407332,149.9232223886956,158.35416833965587,153.4984010168959,188.85045911533945,120.85211842357407
MBURv2_30051,120.51082380076016,127.97454723074836,121.95429817626075,117.3837810429509,141.14124153771155,115.86032114156696,128.65741340712412,102.1026608915981
MBURv2_30052,239.71344711153174,214.6968962166682,236.10225442487092,212.60830202000503,247.21923470186124,209.7869035270287,212.22384283682183,200.14699764207586
MBURv2_30053,116.85520941247667,123.01407953589526,122.17204155005685,115.39646690933354,147.40613357714543,138.4755634505836,137.09306804697434,127.30513207630142
MBURv2_30054,88.56752726051207,93.82147329942767,87.95966341318722,90.60675226944441,97.33995924724725,100.8756905531993,93.49353488592952,88.9966611652742
MBURv2_30055,56.68397874389997,51.4801411166983,52.76571738431853,50.65342359168009,55.47814881105153,52.6078916252075,49.82098838471014,50.46791377341837
MBURv2_30056,48.70458401386126,39.87534334832966,46.42200949248606,44.36342238116711,42.095222480838856,43.00989708506591,33.99996046081706,37.62406788852914
MBURv2_30057,89.66042208859507,58.03791909279464,70.6688539025949,65.64956319713201,77.19765706558222,64.86415371055182,55.801939464190845,57.698865388954154
MBURv2_30058,321.1406883043221,286.3031276675808,292.1718478345928,290.1868163078492,265.1018443186203,230.50659770253773,306.7503435544633,201.84671928235687
MBURv2_30059,40.068452876379915,37.51971597464056,37.343586638977456,36.31501601916971,36.17247219197499,37.23014132615749,37.90682712880108,34.51822585538906
MBURv2_30060,36.765429928504695,31.54234733304057,33.93188052486631,35.47396534448712,32.899304640872955,33.9289888081941,33.155526882610985,34.232706479200495
MBURv2_30061,69.79241798705421,74.64775391923412,76.49440245579743,78.51898241458457,81.06429527680108,90.90401036156418,101.03495568878436,100.1138466998229
MBURv2_30062,67.01720635701514,52.20110694842222,54.940683009568524,56.0605124420988,55.58539504971701,68.36874990744012,61.02331670317655,68.26037928871773
MBURv2_30063,71.59235747335279,66.21389579039071,67.57319309090883,66.93525323897963,58.872115260054805,76.46017578897074,75.32813064334273,68.00547256424666
MBURv2_30064,14.709096914971216,12.171841365294434,13.59483537481713,11.93983140464927,13.932121541421644,15.627829331877669,13.06414167021309,15.293675163337248
MBURv2_30065,12.523178989867755,11.806254585374893,11.66198253055223,11.129299177684814,12.250300610191907,12.123113991074336,13.613135288066632,12.077649807594153
MBURv2_30066,19.610869882309693,15.80453063282003,17.382371837938642,16.93466681758257,17.18762601743995,17.531543263351058,15.680682471322905,16.9821900608123
MBURv2_30067,18.14727693348179,14.86238745948769,17.346581442576944,14.940266942428202,15.15552470948309,17.259647302909315,17.099094785500316,16.851502995841727
MBURv2_30068,20.56531526061222,23.37638407904229,17.420517691348582,22.38718388371738,15.416691869605918,21.936976208320164,15.703511149861109,19.464677480611044
MBURv2_30069,24.77190963509521,18.770472257158765,21.116513124218493,18.67933573943878,22.542575450697736,22.029982164149356,18.474924048938142,20.460590563458926
MBURv2_30070,37.00993655434852,20.806342748363882,27.392843581379548,27.791576631811107,26.918033423121443,30.020011447470434,28.676309916367302,29.341466517618684
MBURv2_30071,63.748452784363515,57.08828799652746,60.501556204441904,62.717788855001956,68.98793622015434,79.17477657887997,74.69494402493586,88.32430706099188
MBURv2_30072,41.513835153409765,34.46293504906285,38.118211487179344,36.42132075427167,35.831602681370704,49.52832692859445,37.664065321671366,41.936708081285445
MBURv2_30073,33.63478747908422,29.300241868333323,28.44650407010103,28.68515277951053,25.588406178595594,24.514678548931194,26.560202252755296,21.057160325493715
MBURv2_30074,39.324779614457796,37.31797404598202,34.379874432496315,33.797214939822084,37.35670569854441,36.29088548721627,39.884549396906,33.46319738945108
MBURv2_30075,31.749551337717655,26.229659201990525,24.46625772866806,26.91269771268546,22.25042830093035,25.53990080661701,26.096452689611947,22.75844518353757
MBURv2_30076,52.83233856760252,45.31003503130863,39.27068119505957,46.133200209983364,36.22322505809741,31.87137670946131,48.03891003949617,35.64391576863487
MBURv2_30077,52.83360579690767,39.485291080814015,47.42007869773549,39.932877905272,50.1129487409312,50.70595586461333,41.40605108241338,42.8006351405729
MBURv2_30078,21.658488164830807,22.72964370155475,20.852192859001384,23.275321137654185,21.51166307386872,27.57405812077914,17.368333655212687,22.714179285929
MBURv2_30079,24.054074099466078,23.42676421714367,21.241930273151766,27.29809799546421,24.33838855340564,25.381625364998538,26.402910472037604,20.420532178319622
MBURv2_30080,44.404710562714946,41.8079952005517,42.16203725708306,45.66539996181158,47.65624153390619,49.62676004201207,46.876152686152565,38.96048184418682
MBURv2_30081,52.479599918403174,46.974651414391715,42.07250805418955,48.484916930644324,46.95237167669373,49.71463206135851,50.63162794061318,48.564806307398136
MBURv2_30082,4.827538793570943,5.39280351507775,6.855630408774298,5.873467188492547,4.744834743384189,6.383708592806473,4.516979005613689,5.507485454146736
MBURv2_30083,5.98769564238103,5.569559271321325,5.344310272340095,4.868596295339828,4.795951493718545,5.775761378183256,5.509484677051443,4.4275307665348445
